"
","<span class=""short"">因为豆瓣的高分，于是用了一趟航班的时间阅读完毕。我只能说，我实在无法因为15岁少女的幻觉就相信爱情的美好。我们每一个人的摆渡人其实只是我们自己</span>","
"
"
","<span class=""short"">最多两颗星…我基本也就告别畅销书了。这本书的水平差不多也就长微博小说吧…居然还看完了…</span>","
"
"
","<span class=""short"">好像读了一遍暮光之城......果然畅销书大多都是坑......</span>","
"
"
","<span class=""short"">水军横行啊，这小说真的挺差的，就一通俗小说，也无法自圆其说</span>","
"
"
","<span class=""short"">细想其实是情节很简单的一本书，但是非常细腻，也很真实。那些不安、悸动和小心翼翼的期待感，有时候虽然蠢，但是是一个人真实存在、用血肉活着的证据。chidish和chilike只一线之隔，但开始信赖一个人的瞬间，还是最好的瞬间。</span>","
"
"
","<span class=""short"">这条爱情的长河，遇到对的人，爬山涉水也要竭力全力在一起，对的人需要时间来相遇</span>","
"
"
","<span class=""short"">总见人在推荐，就看了，一般吧？粉丝们别咬我啊，我胆小、很怕怕的</span>","
"
"
","<span class=""short"">故事还行，人物塑造有点脸谱化了。</span>","
"
"
","<span class=""short"">没有太能理解作者想要传达的深层次的情感，但是情节很扣人心弦，会想要一口气读下去，正在看摆渡人2，希望看完后会有更深刻的感受。看完后最大的感受就是，或许没有那么惧怕死亡了，还有想找个深爱的人，爱一辈子。</span>","
"
"
","<span class=""short"">把人与人之间的关系描述的简单明了，不就是真诚、坦诚么</span>","
"
